Prefix,Name,Price
D,"DAIVOBET 50 µG / 0.5 MG / G, Pommade",441
D,"DAIVONEX 50 µg / G, Pommade",124.6
D,"DAKASVIR 60 MG, Comprimé pelliculé",1549
D,"DAKTARIN 2 %, Gel buccal",53
D,"DAONIL 5 MG, Comprimé",66.3
D,"DAONIL 5 MG, Comprimé (Retiré du marché)",25.2
D,"DAROMED-T, Collyre en solution",107.1
D,"DARZALEX 20 MG / ML, Solution à diluer pour perfusion",19423
D,"DARZALEX 20 MG / ML, Solution à diluer pour perfusion",5155
D,"DAZEN, Comprimé enrobé gastro-résistant",47.8
D,"DÉBRIDAT 100 MG, Comprimé pelliculé",37.8
D,"DÉBRIDAT 200 MG, Comprimé",80
D,"DÉBRIDAT, Poudre pour suspension buvable",31
D,"DECADRON 0.5 MG, Comprimé",33.6
D,"DECADRON 0.5 MG, Comprimé sécable",20.1
D,"DECAPEPTYL 0.1 MG, Solution injectable",467
D,"DECAPEPTYL LP 11.25 MG, Suspension injectable en IM",3546
D,"DECAPEPTYL LP 22.5 MG, Suspension injectable à libération prolongée",5858
D,"DECAPEPTYL LP 3.75 MG, Suspension injectable en IM",1377
D,"DECRESTIN 10 MG, Comprimé pelliculé",157.1
D,"DECRESTIN 20 MG, Comprimé pelliculé",255
D,"DECRESTIN 5 MG, Comprimé pelliculé",114.1
D,"DEFAX 30 MG, Comprimé sécable",92.4
D,"DEFAX 6 MG, Comprimé sécable",47.9
D,"DEFEROX 125 MG, Comprimé dispersible",994
D,"DEFEROX 250 MG, Comprimé dispersible",1446
D,"DEFEROX 500 MG, Comprimé dispersible",2528
D,"DEFLAMOL, Crème",10.2
D,"DEFLAZACORTE GT 30 MG, Comprimé",96.9
D,"DEFLAZACORTE GT 30 MG, Comprimé",170.5
D,"DEFLAZACORTE GT 30 MG, Comprimé (Retiré du marché)",502
D,"DEFLAZACORTE GT 6 MG, Comprimé",49.7
D,"DEFLAZACORTE GT 6 MG, Comprimé",128.2
D,"DELAKET 30 MG, Comprimé (Retiré du marché)",130
D,"DELAPRIDE 30 / 2.5 MG, Comprimé",150
D,"DEPAKINE 200 MG / ML, Solution buvable [P]",54.8
D,"DEPAKINE 200 MG, Comprimé gastro-résistant [P]",43.5
D,"DEPAKINE 500 MG, Comprimé gastro-résistant [P]",94.1
D,"DEPAKINE 57 MG / ML, Sirop [P]",50.8
D,"DEPAKINE CHRONO 500 MG, Comprimé pelliculé [P]",113.3
D,"DÉPO MEDROL 80 MG / ML, Injectable",37.7
D,"DEPRESTAT 50 MG, Comprimé [P]",126.8
D,"DEPURATIVA, Solution buvable",89.95
D,"DERMASEPT GEL LAVANT, Solution pour usage externe",54.5
D,"DERMASEPT SPRAY, Solution usage externe",99
D,"DERMOFIX 2 %, Crème",87.3
D,"DERMOFIX 2 %, Gel dermique",92.8
D,"DERMOFIX 2 %, Poudre dermique",84.2
D,"DERMOFIX 2%, Solution dermique",86.7
D,"DERMOVAL 0.05 %, Crème",17.4
D,"DERMOVAL 0.05 %, Gel",40
D,"DEROXAT 20 MG, Comprimé pelliculé sécable",83.7
D,"DESENIL 10 MG, Comprimé",495
D,"DESENIL 5 MG, Comprimé",296
D,"DESFERAL 500 MG / 5 ML, Poudre en flacon pour injection",633
D,"DESIRETT 75 µg, Comprimé pelliculé",42
D,"DESOMEDINE 0.1 %, Collyre",27.9
D,"DESTEC 0.5 MG / ML, Solution buvable [Retiré du marché]",25
D,"DESTEC 5 MG, Comprimé pelliculé [Retiré du marché]",22
D,"DESTEC 5MG, Comprimé pelliculé [Retiré du marché]",44.8
D,"DESTEC 5MG, Comprimé pelliculé [Retiré du marché]",79.9
D,"DESYAL 5 MG, Comprimé pelliculé",53.4
D,"DESYAL 5 MG, Comprimé pelliculé",78.6
D,"DETENSIEL 10 MG , Comprimé pelliculé",72
D,"DETRUSITOL SR 4 MG, Gélule LP",265
D,"DEXA-GENTAMICINE 5 MG / ML, Collyre",26
D,"DEXAFREE 1 MG / ML, Collyre en solution en récipient unidose de 0.4 ml",77.1
D,"DEXELYA 75 µg, Comprimé pelliculé",42
D,"DEXERYL, Crème",51
D,"DI-ALGIK 400 MG / 30 MG, Gélule (retiré du marché)",21.5
D,"DI-INDO 100 MG, Suppositoire",60.4
D,"DI-INDO 25 MG, Comprimé dispersible",64.5
D,"DI-INDO 25 MG, Comprimé effervescent",65
D,"DI-INDO 25 MG, Gélule",67.6
D,"DI-INDO 50 MG, Comprimé dispersible",53
D,"DI-INDO 50 MG, Comprimé effervescent",58
D,"DI-INDO 50 MG, Suppositoire",52
D,"DIABALEX 60 MG LM, Comprimé",38
D,"DIAFORMINE 1000 MG, Comprimé",21
D,"DIAFORMINE 850 MG, Comprimé",18
D,"DIALYSOL ACIDE, Concentré liquide d'hémodialyse",71.7
D,"DIALYSOL ACIDE, Concentré liquide d'hémodialyse",71.7
D,"DIALYSOL ACIDE, Concentré liquide d'hémodialyse",6714
D,"DIALYSOL ACIDE, Concentré pour hémodialyse",144
D,"DIALYSOL BICARBONATE, Concentré liquide d'hémodialyse",128
D,"DIALYSOL BICARBONATE, Concentré liquide d'hémodialyse",64
D,"DIAMICRON 30 MG, Comprimé LM",54.3
D,"DIAMICRON 30 MG, Comprimé LM",89
D,"DIAMICRON 60 MG, Comprimé sécable LM",78.7
D,"DIAMICRON 60 MG, Comprimés sécable LM",25
D,"DIAMICRON 60 MG, Comprimés sécable LM",44.7
D,"DIAMOX 250 MG, Comprimé sécable",19
D,"DIANE 35, Comprimé enrobé",52.1
D,"DIAPHARM 10 MG / 2 ML, Ampoule injectable [P] [TAB IV-CV]",39.8
D,"DIARIT, Poudre en sachet",12.3
D,"DIASTER 0.4 MG, Comprimé",32.4
D,"DICARVEL 25 MG, Comprimé sécable",95
D,"DICARVEL 6.25 MG, Comprimé sécable",46
D,"DICETEL 100 MG, Comprimé",122.3
D,"DICLO PHARMA5 100 MG, Suppositoire",27.5
D,"DICLO PHARMA5 50 MG, Comprimé",31.1
D,"DICLO PHARMA5 75 MG / 3 ML, Ampoule injectable",41.8
D,"DICLO PHARMA5 75 MG / 3 ML, Ampoule injectable",15
D,"DICLO PHARMA5 RETARD 100 MG, Comprimé",61.8
D,"DICLOCED 1 MG / ML, Collyre",68
D,"DICLOMAX 25 MG, Comprimé gastro résistant",18
D,"DICLOMAX 50 MG, Comprimé gastro résistant",28.3
D,"DICLOMAX LP 100 MG, Gélule",30.8
D,"DICLOMAX LP 75 MG, Gélule",51
D,"DICYNONE 250 MG, Comprimé",36.7
D,"DICYNONE 250 MG/ 2 ML , Solution injectable",30.2
D,"DICYNONE 500 MG, Comprimé",57
D,"DIDRONEL 400 MG, Comprimé",347.6
D,"DIENILLE 2 MG / 0.03 MG, Comprimé pelliculé",72
D,"DIETAZ, Solution buvable",69.5
D,"DIFAL 1 %, Gel",18.3
D,"DIFAL 1%, Gel",38.2
D,"DIFAL 100 MG, Suppositoire",32.4
D,"DIFAL 25 MG, Comprimé",24.8
D,"DIFAL 25 MG, Suppositoire",11.9
D,"DIFAL 50 MG, Comprimé enrobé",44.2
D,"DIFFERINE 0.1 %, Crème",72.5
D,"DIFFERINE 0.1 %, Gel",66
D,"DIFLUCAN 150 MG, Gélule",53.7
D,"DIFLUCAN 150 MG, Gélule",176.3
D,"DIFLUCAN 50 MG, Gélule",148.4
D,"DIGERVIN 40 MG, Comprimé",47.5
D,"DIGESTINE 16 MG, Gélule",46
D,"DIGOXINE NATIVELLE 0.25 MG, Comprimé",25
D,"DIGOXINE NATIVELLE 5 %, Soluté buvable",22.6
D,"DILATOR 2.5 MG / 2.5 ML, Solution pour inhalation",41.2
D,"DILATOR ECOSPRAY 100 µg / DOSE, Suspension pour inhalation",55
D,"DILATREND 25 MG, Comprimé",152.5
D,"DILATREND 6.25 MG, Comprimé",73.5
D,"DILOVAC 25 MG, Comprimé sécable",72.8
D,"DILOVAC 6.25 MG, Comprimé sécable",31.2
D,"DILRENE LP 300 MG, Gélule",139.2
D,"DIMAZOL 10 MG, Comprimé",48
D,"DIOVENOR 600 MG, Comprimé pelliculé",133.6
D,"DIPICOR 10 MG, Comprimé",80.5
D,"DIPICOR 10 MG, Comprimé",159.2
D,"DIPICOR 5 MG, Comprimé",53
D,"DIPICOR 5 MG, Comprimé",99
D,"DIPREZAR 50 MG / 12.5 MG, Comprimé pelliculé",308
D,"DIPREZAR 50 MG / 12.5 MG, Comprimé pelliculé",114.3
D,"DIPREZAR FORT 100 MG / 25 MG, Comprimé pelliculé",403
D,"DIPREZAR FORT 100 MG / 25 MG, Comprimé pelliculé",149.7
D,"DIPRIVAN 200 MG / 20 ML, Emulsion injectable en IV",295
D,"DIPRIVAN 500 MG / 50 ML, Emulsion injectable en IV",289
D,"DIPROLENE 0.05 %, Crème (Retiré du marché)",23.9
D,"DIPROLENE 0.05 %, Pommade",23.9
D,"DIPROSALIC, Pommade",37.6
D,"DIPROSONE 0.05 %, Crème",32.5
D,"DIPROSONE 0.05 %, Crème",17.3
D,"DIPROSONE 0.05 %, Pommade",24.2
D,"DIPROSONE 0.05 %, Pommade",32.5
D,"DIPROSTENE, Suspension injectable",56.6
D,"DISIAC 220 MG / 5 ML, Suspension buvable (AMM suspendue)",26
D,"DISORLON 20 MG LP, Gélule",47.2
D,"DISPAINOL 80 MG, Comprimé dispersible et orodispersible",19.5
D,"DISPAINOL 80 MG, Comprimé dispersible et orodispersible",34.4
D,"DISPAMOX 1 G, Comprimé dispersible",64.1
D,"DISPAMOX 1 G, Comprimé dispersible",96.8
D,"DISPAMOX 125 MG, Poudre pour suspension buvable",25.4
D,"DISPAMOX 125MG, Poudre pour suspension buvable",12.6
D,"DISPAMOX 250 MG, Poudre pour suspension buvable",33.6
D,"DISPAMOX 250 MG, Poudre pour suspension buvable (Retiré du marché)",18
D,"DISPAMOX 500 MG, Comprimé dispersible",34.6
D,"DISPAMOX 500 MG, Poudre pour suspension buvable",52
D,"DISPAMOX 500 MG, Poudre pour suspension buvable (Retiré du marché)",28
D,"DITROPAN 5 MG, Comprimé sécable",66.3
D,"DIUREX 20 MG, Comprimé",68.8
D,"DIURIMAT 1.5 MG, Comprimé pelliculé à libération prolongée",52
D,"DIURIMAT 2.5 MG, Comprimé pelliculé à libération prolongée",52
D,"DIVARIUS 20 MG, Comprimé [P]",83.7
D,"DIVARIUS 20 MG, Comprimé [P]",147.2
D,"DIVIDO 75MG, Gellule",51.4
D,"DOBUTAMINE AGUETTANT 250 MG / 20 ML, Lyophilisat pour solution injectable (Retiré du marché)",802
D,"DOBUTAMINE MYLAN 250 MG / 20 ML, Solution à diluer pour perfusion",1463
D,"DOCETAXEL COOPER 20 MG, Solution diluée pour perfusion",821
D,"DOCETAXEL COOPER 80 MG, Solution à diluer pour perfusion",2521
D,"DOCETAXEL HOSPIRA 10 MG, Solution diluée pour perfusion",1952
D,"DOCETAXEL HOSPIRA 10 MG, Solution diluée pour perfusion",800
D,"DOCETAXEL SUN 20 MG / 0.5 ML, Concentré pour solution pour perfusion",800
D,"DOCETAXEL SUN 80 MG / 2 ML, Concentré pour solution pour perfusion",2466
D,"DOCETAXEL ZENITH 20 MG / 0.5 ML, Solution à diluer et solvant pour perfusion",821
D,"DOCETAXEL ZENITH 80 MG / 2 ML, Solution à diluer et solvant pour perfusion",2521
D,"DOCIVOX, Spray gorge",83
D,"DOGMATIL 0.5 G / 100 ML, Solution buvable [P]",16.3
D,"DOGMATIL 100 MG / 2 ML, Solution injectable (Retiré du marché) [P]",28
D,"DOGMATIL 200 MG, Comprimé sécable (Retiré du marché) [P]",57.1
D,"DOGMATIL 50 MG, Gélule [P]",32.9
D,"DOLAMINE, Comprimé",15.3
D,"DOLENIO 589 MG, Comprimé pelliculé",190
D,"DOLI PEDIATRIQUE 3 %, Solution buvable",17.5
D,"DOLICOX 120 MG, Comprimé pelliculé",87.4
D,"DOLICOX 60 MG, Comprimé pelliculé",143.6
D,"DOLICOX 60 MG, Comprimé pelliculé",82.4
D,"DOLICOX 90 MG, Comprimé pelliculé",86.4
D,"DOLICOX 90 MG, Comprimé pelliculé",169
D,"DOLIFEN 20 MG / ML, Suspension buvable",20.4
D,"DOLIFEN 400 MG, Comprimé pelliculé",29
D,"DOLIFEN 600 MG, Comprimé pelliculé",29.1
D,"DOLIGRIPPE, Sachet",20
D,"DOLIPRANE 1 G, Comprimé effervescent sécable",14.6
D,"DOLIPRANE 1 G, Comprimé sécable",14
D,"DOLIPRANE 1 G, Suppositoire",14.4
D,"DOLIPRANE 100 MG, Sachet",8.6
D,"DOLIPRANE 100 MG, Suppositoire",8.6
D,"DOLIPRANE 150 MG, Sachet",9.7
D,"DOLIPRANE 150 MG, Suppositoire",9.7
D,"DOLIPRANE 200 MG, Sachet",11.2
D,"DOLIPRANE 200 MG, Suppositoire",11.7
D,"DOLIPRANE 300 MG, Sachet",12.8
D,"DOLIPRANE 300 MG, Suppositoire",12.8
D,"DOLIPRANE 500 MG, Comprimé effervescent",15.8
D,"DOLIPRANE 500 MG, Comprimé orodispersible",16
D,"DOLIPRANE 500 MG, Comprimé sécable",10.3
D,"DOLIPRANE 500 MG, Gélule",15.3
D,"DOLIPRANE 500 MG, Sachet",14.4
D,"DOLIPRANE VITAMINE C 500 MG, Comprimé effervescent",18
D,"DOLIRHUME, Comprimé",18.3
D,"DOLMAX FT 125 MG, Comprimé dispersible (Retiré du marché)",14
D,"DOLMAX FT 500 MG, Comprimé orodispersible (Retiré du marché)",16
D,"DOLOGEL, Gel gingival",55.6
D,"DOLOSTOP 100 MG, Sachet",14.1
D,"DOLOSTOP 100 MG, Sachet",8
D,"DOLOSTOP 100 MG, Suppositoire",8
D,"DOLOSTOP 1000 MG, Comprimé",10.6
D,"DOLOSTOP 1000 MG, Comprimé effervescent",12.8
D,"DOLOSTOP 150 MG, Sachet",9
D,"DOLOSTOP 150 MG, Sachet",15.8
D,"DOLOSTOP 150 MG, Suppositoire",9
D,"DOLOSTOP 200 MG, Sachet",11.2
D,"DOLOSTOP 200 MG, Sachet",19.7
D,"DOLOSTOP 200 MG, Suppositoire",10.2
D,"DOLOSTOP 300 MG, Sachet",12.8
D,"DOLOSTOP 300 MG, Sachet",22.5
D,"DOLOSTOP 300 MG, Suppositoire",12.8
D,"DOLOSTOP 500 MG, Comprimé",10.2
D,"DOLOSTOP 500 MG, Comprimé effervescent",14.5
D,"DOLOSTOP PEDIATRIQUE, Solution buvable",16.6
D,"DOLOSTOP PEDRIATRIQUE, Solution buvable",12.2
D,"DOLPINE 10 MG, Comprimé",76
D,"DOLPINE 5 MG, Comprimé",53
D,"DOLTRAM 37.5 MG / 325 MG, Comprimé pelliculé [P]",30
D,"DONA, Sachet",139
D,"DONEPEZIL ZENITH 10 MG, Comprimé orodispersible",469
D,"DONEPEZIL ZENITH 5 MG, Comprimé orodispersible",287
D,"DONTOMYCINE 1.5 MUI, Comprimé pelliculé",45.2
D,"DONTOMYCINE 3 MUI, Comprimé pelliculé",64.9
D,"DONZEP 10 MG, Comprimé pelliculé",469
D,"DONZEP 5 MG, Comprimé pelliculé",295
D,"DOPAMINE PIERRE FABRE 200 MG / 5 ML, Solution injectable pour perfusion (Retiré du marché)",733
D,"DOPAMINE PIERRE FABRE 50 MG /10 ML , Solution injectable en IV (Retiré du marché)",519
D,"DOPEZIL SUN PHARMACEUTICALS MOROCCO LLC 10 MG, Comprimé",469
D,"DOPEZIL SUN PHARMACEUTICALS MOROCCO LLC 5 MG, Comprimé pelliculé",295
D,"DORAZ 20 MG / ML, Collyre en solution",95.2
D,"DORMICUM 5 MG / 5 ML, Solution injectable (Retiré du marché) [P] [TAB IV-CV]",194.8
D,"DORNAT PLUS, Gélule",63.5
D,"DORNAT PLUS, Gélule",78.8
D,"DORZIL 20 MG / ML, Collyre en solution",95.2
D,"DORZIMOL 20 MG / ML + 5MG/ML, Collyre en solution",110.7
D,"DOSSANTOS, Gouttes buvables",129
D,"DOSTINEX 0.5 MG, Comprimé",146.4
D,"DOSTINEX 0.5 MG, Comprimé",375
D,"DOTAREM 0.5 MMOL / ML, Solution injectable",572
D,"DOTAREM 0.5 MMOL / ML, Solution injectable",979
D,"DOUCIA PLUS 27 %, Pommade",18.1
D,"DOUCIA PLUS 27 %, Pommade",10.9
D,"DOXICAN 20 MG, Gélule",44
D,"DOXICAN 20 MG, Gélule",77.5
D,"DOXORUBICINE COOPER 10 MG / 10 ML, Lyophilisat pour usage parentéral",93
D,"DOXORUBICINE COOPER 50 MG / 50 ML, Lyophilisat pour usage parentéral",429
D,"DOXYMYCINE 100 MG, Comprimé dispersible",42
D,"DOXYMYCINE 100 MG, Comprimé dispersible",110
D,"DOXYMYCINE 200 MG, Comprimé dispersible",70
D,"DOZICEPT 10 MG, Comprimé orodispersible",450
D,"DOZICEPT 5 MG, Comprimé orodispersible",280
D,"DOZYL 10 MG, Comprimé pelliculé",469
D,"DOZYL 5 MG, Comprimé pelliculé",284
D,"DR ROUGIER , Baume pectoral",59
D,"DR ROUGIER, Capsules digestion",49
D,"DR ROUGIER, Pastille voies respiratoires plantain",39
D,"DR ROUGIER, Pastilles imunité échinacée",39
D,"DR ROUGIER, Pommade arnica",59
D,"DR ROUGIER, Pommade réparatrice",59
D,"DR ROUGIER, Sirop adulte Plantain",49
D,"DR ROUGIER, Sirop enfant",49
D,"DR ROUGIER, Spray gorge",65
D,"DRILL EXPECTORANT ADULTE  5 %, Sirop",27.3
D,"DRILL EXPECTORANT ADULTE SANS SUCRE 5 %, Solution buvable",25.5
D,"DRILL TOUX SÉCHE ADULTE 15 MG / 5 ML, Sirop",25
D,"DRILL TOUX SÉCHE ENFANT 5 MG / 5 ML, Sirop",16.3
D,"DRO-SPA 40 MG, Comprimé",27.2
D,"DRO-SPA FORT 80 MG, Comprimé",38.2
D,"DULASTAN 500 MG / 2 MG, Comprimé",37
D,"DULOPHI 60 MG, Gélule gastrorésistante [P]",280
D,"DULTAVAX, Suspension injectable [V]",118.7
D,"DUOTRAV 40 µg / ML + 5 MG / ML, Collyre en solution",192.1
D,"DUOXOL 500 MG / 2 MG, Comprimé",37
D,"DUPHALAC 0.665, Solution buvable",45.4
D,"DUPHALAC 10 G / 15 ML, Solution buvable en sachet dose",71.4
D,"DUPHASTON 10 MG, Comprimé pelliculé",44.6
D,"DUPHASTON 10 MG, Comprimé pelliculé",84.9
D,"DURESAN 20 MG / 2 ML, Injectable",5.6
D,"DURESAN 40 MG, Comprimé",18.3
D,"DUROGESIC 25 µG / H, Dispositif transdermique [P] [SS]",269
D,"DUROGESIC 50 µG / H, Dispositif transdermique [P] [SS]",459
D,"DUSPATALIN 200 MG, Gélule",54
D,"DYNATENS, Comprimé",79.5
D,"DYNATENS, Goutte",79.5
D,"DYNAVIT, Sirop goût orange",95
D,"DYSPORT 300 UNITÉS, Poudre pour solution injectable",2489
D,"DYSPORT 500 UNITÉS SPEYWOOD, Poudre pour Solution injectable",2812
E,"EAU P.P.I. 10 ML, Solution injectable",304
E,"EAU P.P.I. 5 ML, Solution injectable",304
E,"EBIXA 10 MG, Comprimé pelliculé",231
E,"EBIXA 20 MG, Comprimé pelliculé",371
E,"ECOCLAV 1 G / 125 MG, Poudre pour suspension buvable en sachet-dose",154.7
E,"ECOCLAV 1 G / 125 MG, Sachet",115.9
E,"ECOCLAV 1G / 125 MG , Sachet",87.9
E,"ECOCLAV 500 MG / 62.5 MG, Poudre pour suspension buvable en sachet-dose",101.9
E,"ECOCLAV 500 MG / 62.5 MG, Sachet",77.8
E,"ECOCLAV 500 MG / 62.5 MG, Sachet",57.9
E,"ECOCLAV ENFANT 100 MG / 12.5 MG , Poudre pour suspension buvable",63
E,"ECOCLAV NOURISSON 100 MG / 12.5 MG, Poudre pour suspension buvable",38
E,"EDGAR 75 MG, Gélule [P]",73.1
E,"EFAVIR 600 MG, Comprimé pelliculé",136.1
E,"EFDOL 200 MG, Suppositoire (Retiré du marché)",10.2
E,"EFDOL 350 MG, Suppositoire (Retiré du marché)",10.2
E,"EFDOL 80 MG, Suppositoire (Retiré du marché)",8.7
E,"EFDOL CAFEINE 500 MG / 50 MG, Comprimé",14.8
E,"EFFERALGAN 3 %, Solution pédiatrique buvable",18.8
E,"EFFERALGAN 500 MG, Comprimé effervescent",15.9
E,"EFFERALGAN Vitamine C, Comprimé effervescent",17.7
E,"EFFEXOR LP 37.5 MG, Gélule à libération prolongée [P]",79.8
E,"EFFEXOR LP 75 MG, Gélule à libération prolongée [P]",101
E,"EFFICORT HYDROPHILE 0.13 %, Crème",40.5
E,"EFFICORT LIPOPHILE 0.13 %, Crème",37.8
E,"EFFIPRED 1 MG / 1 ML,  Solution buvable",21.6
E,"EFFIPRED 20 MG, Comprimé effervescent",40
E,"EFFIPRED 5 MG, Comprimé effervescent",23
E,"EFFORTIL, Gouttes buvables",28.7
E,"EFICAL, Sirop",29
E,"EFLOXIN 500 MG / 100 ML, Solution pour perfusion",303
E,"EFLOXIN 500 MG, Comprimé pelliculé sécable",95
E,"ELEVIT PRONATAL, Comprimé pelliculé",77.7
E,"ELIQUIS 2.5 MG, Comprimé pelliculé",960
E,"ELIQUIS 2.5 MG, Comprimé pelliculé",338
E,"ELLAONE 30 MG, Comprimé",145
E,"ELOXATINE 5 MG / ML, Solution pour perfusion",1203
E,"ELOXATINE 5 MG, Solution pour perfusion",2206
E,"ELUDRIL , Solution pour bain de bouche",17.7
E,"ELUDRIL, Collutoire (Arrêt de commercialisation)",22.7
E,"ELVORINE 100 MG / 10 ML, Solution injectable",182.2
E,"ELVORINE 50 MG / 5 ML , Solution injectable",93.4
E,"ELYCHOR 0.03 MG / 2 MG, Comprimé pelliculé",46
E,"EM 39, Soluté concentré pour hémodialyse",73.6
E,"EM 59, Soluté concentré pour hémodialyse",113.6
E,"EM 59, Soluté concentré pour hémodialyse",73.6
E,"EM D1, Soluté concentré pour hémodialyse",71.7
E,"EMEND 125 MG / 80 MG, Gélule",872
E,"EMOFLON, Pommade",49
E,"ENBREL 25 MG, Solution injectable",3910
E,"ENBREL 50 MG, Solution injectable en stylo pré-rempli",8365
E,"ENCIFER 100 MG/5ML, SOLUTION INJECTABLE POUR PERFUSION",61.2
E,"ENDOGEST 2 MG, Comprimé",186.5
E,"ENDOXAN 1 G, Poudre pour préparation injectable",89.4
E,"ENDOXAN 200 MG, Poudre pour injectable I.V et perfusion",184.3
E,"ENDOXAN 50 MG, Comprimé enrobé",87.2
E,"ENDOXAN 500 MG, Poudre pour préparation injectable",56.1
E,"ENERGIE TIGRA+ MEN, Comprimé",299
E,"ENGERIX-B ADULTE, Suspension injectable [V]",168.2
E,"ENGERIX-B PÉDIATRIQUE, Suspension injectable [V]",74.8
E,"ENROUEX, Comprimé à sucer sans sucre",42.8
E,"ENROUEX, Sirop",59.5
E,"ENTERAL 200 MG, Gélule",15.8
E,"ENTERAL 4.4 %, Suspension buvable (AMM suspendue)",25.7
E,"ENTEROGERMINA 2 MILLIARDS / 5 ML, Suspension oral",60
E,"EPCLUSA 400 MG / 100 MG, Comprimé pelliculé",6100
E,"EPHÉDRINE AGUETTANT 3 %, Soluté injectable [P]",148.9
E,EPHÉDRINE AGUETTANT 3% Soluté injectable (Retiré du marché),89
E,"EPHEDRINE SOTHEMA 30 MG / ML, Solution injectable [P]",118
E,EPHEDRYL Solution buvable,17.8
E,"EPHEDRYL, Comprimé",17.2
E,"EPIDUO, Gel",146.6
E,"EPIGAB 150 MG, Gelule [P]",200
E,"EPIGAB 150 MG, Gelule [P]",364
E,"EPIGAB 300 MG, Gelule [P]",515
E,"EPIGAB 300 MG, Gelulen [P]",255
E,"EPIGAB 75 MG, Gélule [P]",141.6
E,"EPIGAB 75 MG, Gelule [P]",273
E,"EPINAL, Gélule vegétale",139.6
E,"EPIROL, Poudre pour solution pour injection ou perfusion",325
E,"EPIRUBICINE MYLAN 2 MG / ML, Solution à diluer pour perfusion",74.4
E,"EPIRUBICINE MYLAN 2 MG / ML, Solution à diluer pour perfusion",325
E,"EPISELLE, Solution",125
E,"EPIVIR 10 MG / ML, Solution buvable (Retiré du marché)",532
E,"EPIVIR 150 MG, Comprimé (Retiré du marché)",1588
E,"EPOTIN 2000 U.I, Solution pour usage parentéral",1586
E,"EPOTIN 4000 U.I, Solution pour usage parentéral",2751
E,"EPREX 10 000 UI / ML, Solution injectable",1710
E,"EPREX 10 000 UI / ML, Solution injectable",1383
E,"EPREX 10 000 UI / ML, Solution injectable",5064
E,"EPREX 2000 UI / ML, Solution injectable",821
E,"EPREX 4000 UI / ML, Solution injectable",1290
E,"EPYCA 150 MG, Gélule [P]",106.5
E,"EPYCA 50 MG, Gélule [P]",60.1
E,"EPYCA 75 MG, Gélule [P]",75.1
E,"EQUANIL 400 MG, Injectable ( Retiré du marché ) [P] [TAB IV-CV]",54
E,"EQUIRAB 1000 UI / 5 ML, Solution stérile apyrogène",158.3
E,"EQUORAL 100 MG, Capsule",1489
E,"ERACID 250 MG,  Comprimé",79.6
E,"ERACID 500 MG, Comprimé pelliculé",139.5
E,"ERANFU 250 MG / 5 ML, Solution injectable",2932
E,"ERANFU 250 MG / 5 ML, Solution injectable",2932
E,"ERAXIN 500 MG, Comprimé pelliculé",111
E,"ERAXIN 500 MG, Comprimé pelliculé",139.5
E,"ERBAGEL 75 ML, Gel",79.8
E,"ERBITUX 5 MG / ML, Solution pour perfusion",2331
E,"ERBITUX 5 MG / ML, Solution pour perfusion",10899
E,"ERCEFURYL 200 MG, Gélule",23.7
E,"ERCEFURYL 4 %, Suspension buvable (Retiré du marché)",30.6
E,"ERECTOR 100 MG, Comprimé enrobé",406
E,"ERECTOR 100 MG, Comprimé enrobé",288
E,"ERECTOR 100 MG, Comprimé enrobé",46
E,"ERECTOR 100 MG, Comprimé enrobé",81
E,"ERECTOR 100 MG, Comprimé enrobé",144
E,"ERECTOR 25 MG, Comprimé enrobé",239
E,"ERECTOR 25 MG, Comprimé enrobé",160
E,"ERECTOR 25 MG, Comprimé enrobé",25
E,"ERECTOR 25 MG, Comprimé enrobé",45
E,"ERECTOR 25 MG, Comprimé enrobé",80
E,"ERECTOR 50 MG, Comprimé enrobé",261
E,"ERECTOR 50 MG, Comprimé enrobé",174
E,"ERECTOR 50 MG, Comprimé enrobé",27
E,"ERECTOR 50 MG, Comprimé enrobé",49
E,"ERECTOR 50 MG, Comprimé enrobé",87
E,"ERGIC 0.5 MG / ML, Solution buvable",25
E,"ERGIC 5 MG, Comprimé pelliculé",36
E,"ERGIC 5 MG, Comprimé pelliculé",70
E,"ERGIC 5 MG, Comprimé pelliculé",20
E,"ERLUS 0.5 MG / ML, Solution buvable",25
E,"ERLUS 0.5 MG / ML, Solution Buvable",36.2
E,"ERLUS 5 MG, Comprimé pelliculé",38
E,"ERLUS 5 MG, Comprimé pelliculé",73.4
E,"ERLUS 5 MG, Comprimés pelliculé",21.6
E,"ERY 250 MG, Sachet",63.5
E,"ERY 500 MG,  Comprimé",90.5
E,"ERYFLUID 4 % , Solution",67
E,"ESAC 20 MG, Microgranules gastrorésistants en gélule",82.1
E,"ESAC 20 MG, Microgranules gastrorésistants en gélule",144.5
E,"ESAC 20 MG, Microgranules gastrorésistants en gélule",46
E,"ESAC 40 MG, Microgranules gastrorésistants en gélule",122.8
E,"ESAC 40 MG, Microgranules gastrorésistants en gélule",69.8
E,"ESAC 40 MG, Microgranules gastrorésistants en gélule",226
E,"ESCIPLEX 10 MG, Comprimé pelliculé sécable [P]",71.8
E,"ESCIPLEX 10 MG, Comprimé pelliculé sécable [P]",126
E,"ESCIPLEX 20 MG, Comprimé pelliculé sécable [P]",98.7
E,"ESCIPLEX 20 MG, Comprimé pelliculé secable [P]",180.1
E,"ESCODYNE, Comprime effervescent",34.5
E,"ESIDREX 25 MG, Comprimé sécable",30.6
